#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX;alpha;tz(1-alpha/2);lowerBound;upperBound;maxRelErr;maxAbsErr
batch waiting time/customer;533;138763.9702077016;5.912230775190953E9;76891.03182550585;0.5541138071389534;5248.735722999997;271460.22063399997;0.05;1.9839896069606962;132156.25247776054;;145371.68793764268;0.04999928195643274;6607.717729941062
