#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;1598858;0.9817369992132579;0.0179294635890056;0.13390094693095192;0.13639187179280923;1.0;1.0
queue occupancy/time;1065858;271874.0240080675;2.458107139529268E10;156783.51761359573;0.5766770775016865;10063.0;542930.0
